Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Best (product.metafields.custom.best),Featured Ingredients (product.metafields.custom.featured_ingredients),Gift (product.metafields.custom.gift),Hot deal (product.metafields.custom.hot_deal),How to Use (product.metafields.custom.how_to_use),New (product.metafields.custom.new),Specific Item Info (product.metafields.custom.specific_item_info),Why We Love It (product.metafields.custom.why_we_love_it),Product rating count (product.metafields.reviews.rating_count),Active ingredient (product.metafields.shopify.active-ingredient),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance level (product.metafields.shopify.fragrance-level),Moisturizer type (product.metafields.shopify.moisturizer-type),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
2023-awards-b-ready-true-tone-lotion-33ml-refill-special-set,★2023 Awards★ B.READY True Tone Lotion 33mL Refill Special Set,"",B.READY,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,BB & CC Cream,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,66.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/2c4e2371-4fef-423d-b8b9-2e026d98b8b4_25ae1a1e-f04b-4a4a-8975-9fe6a556a69e.jpg?v=1745971147,1,"",false,,,,,,,,,,,,,,,"It supplies moisture with hyalurocalm5Xâ„¢, 5 types of hyaluronic acid, and soothes with blue chamomile extract.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/22ec3df4-35c8-4137-bb71-061839b9f295.jpg?v=1741881067"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>66ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, 12 months after opening </td></tr><tr><th scope=""row"">How to Use</th> <td>1. Shake well before use. <br>2. Apply an appropriate amount of True Tone Lotion evenly and gently to your face.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Homosalate, Butylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, Glycerin, Titanium Dioxide (CI 77891), Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, C12-15 Alkyl Benzoate, Diisopropyl Sebacate, Methyl Trimethicone, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hyaluronic Acid, Sodium Acetylated Hyaluronate, Potassium Cetyl Phosphate, Cetearyl Alcohol, Tromethamine, Iron Oxide Yellow, Glyceryl Stearate, Behenyl Alcohol, Trimethylsiloxysilicate, Polyacrylate Crosspolymer-6, Xanthan Gum, Sodium Polyacryloyldimethyl Taurate, Mica, Hydrogenated Lecithin, Iron Oxide Red, Poly C10-30 Alkyl Acrylate, Ethylhexylglycerin, Aluminum Hydroxide, Polyester-1, Stearic Acid, Silica Dimethyl Silylate, Polyglyceryl-3 Methylglucose Distearate, Triethoxycaprylylsilane, Palmitic Acid, Fragrance, Disodium EDTA, Adenosine, Iron Oxide Black, Ethanol, Chamomilla Recutita (Matricaria) Flower Extract, Myristic Acid, Propanediol, Lauric Acid, Malachite Extract, Tocopherol</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2) Do not use on wounds or other affected areas.<br>3) Storage and handling instructions<br>a) Keep out of reach of children.<br>b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-023-5454 (Toll free) Hours: 09:00â€“18:00 KST (Lunchtime 12:00â€“13:00) (Closed on weekends and holidays)</td></tr></tbody></table></div></div></div></div>","With just one lotion, it can provide with care and coverage.According to celebrity reviews, it is said to be ""really smooth and surprising,"" ""my travel luggage has been reduced,"" and ""the completion of fashion is the skin."" It is a lotion for men suggested by the Director Pi.It is a 2023 kind cosmetic director product.",9,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
2023-awards-b-ready-true-tone-lotion-33ml-refill-special-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a945e3e5-7392-4def-aecc-565872e9719f_9dffc625-2b4e-461c-b8df-6c5a020025e3.jpg?v=1742242988,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-true-tone-lotion-33ml-refill,B.READY True Tone Lotion 33mL Refill,"",B.READY,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,BB & CC Cream,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,31.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/45ad886b-f190-4eff-b160-026d55fb67f6_195f12e6-1bc1-48ac-a8cc-7d96d450f820.jpg?v=1742242984,1,"",false,,,,,,,,,,,,,,,Applied with HYALUROCALM5Xâ„¢. Contains 5 hyaluronic acids to help with moisturizing and long-lasting hydration. Contains blue chamomile extract for skin soothing.,,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/65b74c3d-2373-46b2-b008-383e34f8b426.jpg?v=1741880396"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>33ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, 12 months after opening </td></tr><tr><th scope=""row"">How to Use</th> <td>1. Shake well before use. <br>2. Apply an appropriate amount of True Tone Lotion evenly and gently to your face.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Cosvision Corp. / Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Homosalate, Butylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, Glycerin, Titanium Dioxide (CI 77891), Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, C12-15 Alkyl Benzoate, Diisopropyl Sebacate, Methyl Trimethicone, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hyaluronic Acid, Sodium Acetylated Hyaluronate, Potassium Cetyl Phosphate, Cetearyl Alcohol, Tromethamine, Iron Oxide Yellow, Glyceryl Stearate, Behenyl Alcohol, Trimethylsiloxysilicate, Polyacrylate Crosspolymer-6, Xanthan Gum, Sodium Polyacryloyldimethyl Taurate, Mica, Hydrogenated Lecithin, Iron Oxide Red, Poly C10-30 Alkyl Acrylate, Ethylhexylglycerin, Aluminum Hydroxide, Polyester-1, Stearic Acid, Silica Dimethyl Silylate, Polyglyceryl-3 Methylglucose Distearate, Triethoxycaprylylsilane, Palmitic Acid, Fragrance, Disodium EDTA, Adenosine, Iron Oxide Black, Ethanol, Chamomilla Recutita (Matricaria) Flower Extract, Myristic Acid, Propanediol, Lauric Acid, Malachite Extract, Tocopherol</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2) Do not use on wounds or other affected areas.<br>3) Storage and handling instructions<br>a) Keep out of reach of children.<br>b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-023-5454 (Toll free) Hours: 09:00â€“18:00 KST (Lunchtime 12:00â€“13:00) (Closed on weekends and holidays)</td></tr></tbody></table></div></div></div></div>",No.1 menâ€™s makeup product in Olive Young. Director Pie's one and only lotion for men proposed.True tone lotion suggested by Director Pi who has one million subscribers and B.READY for both skincare and coverage. Â,1,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
be-ready-true-tone-lotion-33ml-spf50-pa,"BE READY True Tone Lotion 33mL (SPF50+, PA++++)","",B.READY,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,BB & CC Cream,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/eaded86a-b181-4100-bfce-f1e6409ed10d_2624cdd1-b908-44db-85b8-e283f4ae8ef5.jpg?v=1742242981,1,"",false,,,,,,,,,,,,,,,Applied with HYALUROCALM5Xâ„¢. Contains 5 different kinds of hyaluronic acids for moisturizing and long-lasting hydration. Contains blue chamomile extract to help with skin soothing.,,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8059fb62-0dec-4dd7-b98a-c85ac973b9ea.jpg?v=1741879962"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>33ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, 12 months after opening </td></tr><tr><th scope=""row"">How to Use</th> <td>1. Remove the stopper stuck in the blue-colored refill product. <br>2. Align the two containers in a diagonal direction and push down all the way.<br>3. Hold the top of the container and turn the bottom to the right.<br>4. Press the pump to take an appropriate amount of the content. <br>5. Turn it in the opposite direction after use and keep it closed.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Cosvision Corp. / Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Homosalate, Butylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, Glycerin, Titanium Dioxide (CI 77891), Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, C12-15 Alkyl Benzoate, Diisopropyl Sebacate, Methyl Trimethicone, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hyaluronic Acid, Sodium Acetylated Hyaluronate, Potassium Cetyl Phosphate, Cetearyl Alcohol, Tromethamine, Iron Oxide Yellow, Glyceryl Stearate, Behenyl Alcohol, Trimethylsiloxysilicate, Polyacrylate Crosspolymer-6, Xanthan Gum, Sodium Polyacryloyldimethyl Taurate, Mica, Hydrogenated Lecithin, Iron Oxide Red, Poly C10-30 Alkyl Acrylate, Ethylhexylglycerin, Aluminum Hydroxide, Polyester-1, Stearic Acid, Silica Dimethyl Silylate, Polyglyceryl-3 Methylglucose Distearate, Triethoxycaprylylsilane, Palmitic Acid, Fragrance, Disodium EDTA, Adenosine, Iron Oxide Black, Ethanol, Chamomilla Recutita (Matricaria) Flower Extract, Myristic Acid, Propanediol, Lauric Acid, Malachite Extract, Tocopherol</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2) Do not use on wounds or other affected areas.<br>3) Storage and handling instructions<br>a) Keep out of reach of children.<br>b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.</td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-023-5454 (Toll free) Hours: 09:00â€“18:00 KST (Lunchtime 12:00â€“13:00) (Closed on weekends and holidays)</td></tr></tbody></table></div></div></div></div>",Director Pie's one and only lotion for men proposed.Chosen as reliable cosmetics by Director Pi in 2023. True tone lotion suggested by Director Pi who has one million subscribers and BE READY for both skincare and coverage. Â,10,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
be-ready-true-tone-lotion-33ml-spf50-pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ad38b069-0657-4911-865e-83a51ada1425_a1e60dac-ef9c-44c2-972b-70e2143015f4.jpg?v=1742242981,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be-ready-true-tone-lotion-33ml-spf50-pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/c0053d23-2e23-4f42-9c9d-8cb94ef0641b_a787c162-cbc2-48db-8cde-f82f9ff8d549.jpg?v=1742242981,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be-ready-true-tone-lotion-33ml-spf50-pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/696df45c-11e2-47fd-9928-9b48dd539c9f_07dfe60a-8911-44eb-9d06-232a3238b844.jpg?v=1742242981,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be-ready-true-tone-lotion-33ml-spf50-pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cf183d06-1a63-40b9-8177-aadd7ddb612a_8304d22a-eabd-442b-b7b1-a03198b0f003.jpg?v=1742242981,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr-g-red-blemish-clear-moisture-toner-cream-set-300ml-cream-30ml,Dr.G Red Blemish Clear Moisture Toner & Cream Set (300mL + Cream 30mL),"",Dr.G,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Toner,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,23.61,36.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/46a55ee8-2517-4e0c-acdd-97926cdb229b_95922b69-de98-4062-88a5-24d511f035ea.jpg?v=1741376545,1,"",false,,,,,,,,,,,,,,,"Growing in water and having a strong moisturizing power, the soothing deep moisturizing ingredients Aqua Centella Asiatica Leaf, 10-fold hyaluronic acid, and Selaginella involvens moisturize dry-sensitive skin.Applied with 5-CICA SOME, a soothing technology that fills the skin, the soothing moisturizing ingredients in elastic liposomes smaller than pores are absorbed into the hard-to-reach layers of skin to keep the skin moist without tighening.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8ea7a84c-c2ad-4389-9a98-d353a8fa58c2.jpg?v=1741375720"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>Toner 300mL + Cream 30mL</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months (12 months after opening)</td></tr><tr><th scope=""row"">How to Use</th> <td>In the first step of your skin care routine, apply an appropriate amount to your face and pat around until absorbed. <br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Manufacturer: Kolmar Korea Co., Ltd. / Distributor: Gowoonsesang Cosmetics Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Centella Asiatica Extract, Water, Butylene Glycol, Propanediol, 1,2-Hexanediol, Anastatica Hierochuntica Extract, Panthenol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Betaine, Caprylyl Glycol, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Polyquaternium-51, Disodium EDTA, Allantoin, Sorbitan Isostearate, Dipropylene Glycol, Hydrogenated Lecithin, Sodium Hyaluronate, t-Butyl Alcohol, Sucrose Distearate, Potassium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Madecassoside, Ceramide NP, Asiaticoside, Madecassic Acid, Asiatic Acid, Sodium Acetylated Hyaluronate<br><br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2) Do not use on wounds or other affected areas. <br>3) Cautions for Storage and Handling a) Keep out of reach of children. b) Keep away from direct sunlight. <br><br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>Gowoonsesang Cosmetics Co., Ltd. +82-1811-9415</td></tr></tbody></table></div></div></div></div>","Red Blemish Clear Moisture Toner is a truly deep moisturizing toner.This product can sooth and moisturize the skin from within, and solve problems such as skin tightening, dry kin, and sensitive skin.Test results showed 100% satisfaction in improved skin moisturization in a dry environment after use, reduced skin tightening, improved skin texture, improved keratin care, proving the soothing moisturizing toner effect recognized by those who have used it.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
dr-g-red-blemish-for-men-multi-soothing-toner-200ml-moisture-set-elasticity-all-in-one-30ml,Dr.G Red Blemish For Men Multi Soothing Toner 200mL Moisture SET (+Elasticity All-in-One 30ml),"",Dr.G,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Toner,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,26.56,41.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cee67387-8bce-4eee-9bfe-26c3edc37299_29d66fd5-f50d-4e08-9574-d4cfb26010b8.jpg?v=1741376542,1,"",false,,,,,,,,,,,,,,,"It contains 5-Cica Complex and Soothing Cooler, which are effective in soothing moisture, to moisturize and soothe sensitive mens skin.It is a mildly acidic, low stimulation formula containing panthenol, which provides gentle care without irritation from the first step of skin care.It is safe to use, having completed the skin irritation test and human clinical trials for use on sensitive skin.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4e120c9a-55e7-4553-abaa-ad91945301d2_6726b2e9-0a30-464f-955f-c1f15846d618.jpg?v=1741209316"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>Dr. G Red Blemish For Man Multi Soothing Toner 200 ml + Red Blemish For Man All In One Cream 30 ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types/sensitive skin </td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>30 months (within 12 months after opening)</td></tr><tr><th scope=""row"">How to Use</th> <td>After cleansing or shaving, apply an appropriate amount to your face and pat lightly for better absorption. <br><br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Manufacturer: Oxygen Development L.L.C/ Distributor: Gowoonsesang Cosmetics Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Propanediol, 1,2-Hexanediol, Betaine, Panthenol, Butylene Glycol, Galactoarabinan, Pentylene Glycol, Maltodextrin, Glycerin, Allantoin, Aloe Barbadensis Leaf Extract, Laminaria Japonica Extract, Dioscorea Japonica Root Extract, Ulmus Davidiana Root Extract, Viola Mandshurica Flower Extract, Hydroxyphenyl Propamidobenzoic Acid, Disodium EDTA, Sodium Hyaluronate, Ilex Aquifolium Leaf Extract, Houttuynia Cordata Extract, Larix Europaea Wood Extract, Beta-Glucan, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Ascorbyl Palmitate, Eryngium Maritimum Extract, Achillea Millefolium Flower Extract, Ethylhexylglycerin, Centella Asiatica Extract, Madecassoside, Asiaticoside, Asiatic Acid, Madecassic Acid<br><br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>A. Common<br>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2) Do not use on wounds or other affected areas.<br>3) Storage and handling instructions<br>a) Keep out of reach of children.<br>b) Keep away from direct sunlight.<br><br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>Gowoonsesang Cosmetics Co., Ltd. +82-1811-9415</td></tr></tbody></table></div></div></div></div>","This mildly acidic, low-stimulation toner can provide intensive soothing care for irritated skin by shaving and can be used even on sensitive skin.It solves various skin problems such as sensitive skin caused by shaving every morning, skin troubles, and rough skin texture.Human clinical trials have been completed: 95% have responded that it feels their shaved skin has been sothed, which proves its ability to soothe irritation caused by shaving and improve barrier properties.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
